f_kabupaten_id;f_kodekabupaten;f_namakabupaten;f_propinsi_id;f_komputer;f_username
2154;172;Sitorang;7;DESKTOP-U7V8A28;8669
2155;42;Pisang Indah;12;DESKTOP-QFC16ML;2151322
2156;73;Ratte;19;DESKTOP-MG98F4F;8990
2157;24;Bandar Jaya;12;DESKTOP-QFC16ML;2151322
2158;102;Weetebula;33;DESKTOP-QFC16ML;2151322
2159;73;Padang Kalua;19;DESKTOP-QFC16ML;2151322
2160;62;Palangka Raya;14;DESKTOP-QFC16ML;2151322
2161;24;Sumber Bahagia;12;DESKTOP-QFC16ML;2151322
2162;31;Hiliweto;7;DESKTOP-QFC16ML;2151322
2163;1;Pematang Panggang;11;DESKTOP-QFC16ML;2151322
2164;10;Mauwa;79;DESKTOP-U7V8A28;8669
2165;20;Tator;16;DESKTOP-U7V8A28;8669
2166;170;Bandar Baru;7;DESKTOP-U7V8A28;8669
2167;62;Pangi;14;DESKTOP-QFC16ML;2151322
2168;14;Rajamaligas;7;DESKTOP-MG98F4F;8990
2169;3;Rangkas Bitung-Lebak;29;DESKTOP-MG98F4F;8990
2170;4;Punggul;29;DESKTOP-MG98F4F;8990
2171;130;Punggul , Badung;33;DESKTOP-MG98F4F;8990
2172;11;Rangkasbitung-Lebak;34;DESKTOP-MG98F4F;8990
2173;1;Alam Panjang;80;DESKTOP-MG98F4F;8990
2174;2;Toli Toli;80;DESKTOP-MG98F4F;8990
2175;72;Sido Binangun;5;DESKTOP-MG98F4F;8990
2176;3;Girian;80;DESKTOP-MG98F4F;8990
2177;101;Maluku;21;DESKTOP-MG98F4F;8990
2178;73;Kresno Widodo;5;DESKTOP-MG98F4F;8990
2179;103;Pagar Alam;11;DESKTOP-MG98F4F;8990
2180;65;Tanjung Karang;15;DESKTOP-MG98F4F;8990
2181;74;Restu Rahayu;5;DESKTOP-MG98F4F;8990
2182;104;Bajubang;11;DESKTOP-MG98F4F;8990
2183;105;Sei Mati;11;DESKTOP-MG98F4F;8990
2184;106;Sungai Manau;11;DESKTOP-MG98F4F;8990
2185;4;Salam Buku;80;DESKTOP-MG98F4F;8990
2186;5;Lumban Gorat;80;DESKTOP-MG98F4F;8990
2187;12;Pollung;7;DESKTOP-QFC16ML;2151322
2188;6;Kab. Semarang;80;DESKTOP-MG98F4F;8990
2189;34;Tikong;21;DESKTOP-QFC16ML;2151322
2190;24;Sukmajaya Depok Bogor;2;DESKTOP-QFC16ML;2151322
2191;100;Sei Muka;7;DESKTOP-QFC16ML;2151322
2192;32;Ratatotok;17;DESKTOP-QFC16ML;2151322
2193;12;Emplasment PTTN Hutabaru Nangka;7;DESKTOP-QFC16ML;2151322
2194;15;Lambur;10;DESKTOP-QFC16ML;2151322
2195;31;Selali;26;DESKTOP-QFC16ML;2151322
2196;35;Loyok;23;DESKTOP-QFC16ML;2151322
2197;17;Talang Kabu;26;DESKTOP-QFC16ML;2151322
2198;81;Seram Bagian Barat;21;DESKTOP-QFC16ML;2151322
2199;81;Kawa;21;DESKTOP-QFC16ML;2151322
2200;48;Pulu - Pulu;19;DESKTOP-QFC16ML;2151322
2201;22;Sadar Sriwijaya;12;DESKTOP-QFC16ML;2151322
2202;16;Batumarta II;11;DESKTOP-QFC16ML;2151322
2203;12;Medan Jaya;7;DESKTOP-QFC16ML;2151322
2204;12;lumban dairi;7;DESKTOP-QFC16ML;2151322
2205;12;Lumban Dairi;7;DESKTOP-QFC16ML;2151322
2206;75;Tabang Barat;38;DESKTOP-QFC16ML;2151322
2207;16;Lumpatan;11;DESKTOP-QFC16ML;2151322
2208;18;Banyuasin;12;DESKTOP-QFC16ML;2151322
2209;18;Pakuan Aji;12;DESKTOP-QFC16ML;2151322
2210;102;Kenari;33;DESKTOP-QFC16ML;2151322
2211;12;Siringoringo;7;DESKTOP-QFC16ML;2151322
2212;17;Talang Indah;26;DESKTOP-QFC16ML;2151322
2213;34;Pringgarata;23;DESKTOP-QFC16ML;2151322
2214;2;Sarik Alahan Tigo;8;DESKTOP-QFC16ML;2151322
2215;73;Rappang;19;DESKTOP-QFC16ML;2151322
2216;55;Batui;18;acer-PC;2151322
2217;64;Kuaro;16;acer-PC;2151322
2218;81;Maluku Tengah;21;acer-PC;2151322
2219;32;Tihuana;21;acer-PC;2151322
2220;14;Muara Jalai;9;acer-PC;2151322
2221;11;Jagakarsa;1;acer-PC;2151322
2222;13;Padang Kunik;8;acer-PC;2151322
2223;73;Pebulian;19;acer-PC;2151322
2224;72;Marsaoleh;18;acer-PC;2151322
2225;72;Bungku Barat;18;acer-PC;2151322
2226;63;Marabahan;15;acer-PC;2151322
2227;17;Lubuk Sanai;26;acer-PC;2151322
2228;18;Lubuklinggau;12;acer-PC;2151322
2229;64;Awayan;16;acer-PC;2151322
2230;18;Lampung Timur;12;acer-PC;2151322
2231;18;Batu Badak;12;acer-PC;2151322
2232;21;Tampakan;16;acer-PC;2151322
2233;100;Lombok Tengah;23;acer-PC;2151322
2234;100;Pugung Raharjo;12;acer-PC;2151322
2235;100;Permai Indah;12;DESKTOP-MG98F4F;8990
2236;1;Tanjung Kepayang;11;DESKTOP-MG98F4F;8990
2237;24;Candi Rejo;12;DESKTOP-QFC16ML;2151322
2238;66;Rantau Indah;9;DESKTOP-MG98F4F;8990
2239;1;Sengkerek;9;DESKTOP-MG98F4F;8990
2240;1;We'oe;24;DESKTOP-MG98F4F;8990
2241;73;Tokke;19;acer-PC;2151322
2242;100;Kualu Nenas;9;acer-PC;2151322
2243;1;Natalea;33;DESKTOP-MG98F4F;8990
2244;2;Lenek;24;DESKTOP-MG98F4F;8990
2245;99;Buntu;19;DESKTOP-MG98F4F;8990
2246;100;Rajawali;12;DESKTOP-QFC16ML;2151322
2247;12;Cengkareng;1;DESKTOP-QFC16ML;2151322
2248;100;Lombok Timur;23;DESKTOP-QFC16ML;2151322
2249;72;Bajubang;10;DESKTOP-QFC16ML;2151322
2250;120;Montong Sari;23;DESKTOP-QFC16ML;2151322
2251;81;Popjetur;21;DESKTOP-QFC16ML;2151322
2252;73;Parepare;19;DESKTOP-QFC16ML;2151322
2253;101;Kumbung;8;DESKTOP-QFC16ML;2151322
2254;102;Lunang;8;DESKTOP-QFC16ML;2151322
2255;53;Serami Baru;26;DESKTOP-QFC16ML;2151322
2256;78;Tangkiang;18;DESKTOP-QFC16ML;2151322
2257;79;Banggai;18;DESKTOP-QFC16ML;2151322
2258;7;Sedayu;80;DESKTOP-MG98F4F;8990
2259;12;Pematang Siantar;7;DESKTOP-QFC16ML;2151322
2260;18;Tanjung Sari;12;DESKTOP-QFC16ML;2151322
2261;103;Pasar Banjit;12;DESKTOP-U7V8A28;8669
2262;75;Sidogede;5;DESKTOP-U7V8A28;8669
2263;103;Tarusan;8;DESKTOP-U7V8A28;8669
2264;54;Bali Nuraga;22;DESKTOP-U7V8A28;8669
2265;100;Lonthoir;21;DESKTOP-U7V8A28;8669
2266;37;Tegal Rejo;4;DESKTOP-U7V8A28;8669
2267;104;Bonjol;8;DESKTOP-U7V8A28;8669
2268;32;Depok Bogor;2;DESKTOP-QFC16ML;2151322
2269;18;Kota Bumi;12;DESKTOP-QFC16ML;2151322
2270;100;Natar Lampung Selatan;12;DESKTOP-QFC16ML;2151322
2271;49;Antan;13;DESKTOP-QFC16ML;2151322
2272;100;Lonthoir;21;DESKTOP-QFC16ML;2151322
2273;76;Sumenep,Kab.Sumenep;5;DESKTOP-U7V8A28;8669
2274;101;Ganjar Agung;12;DESKTOP-U7V8A28;8669
2275;159;TELUK PANJI;7;DESKTOP-U7V8A28;8669
2276;24;Noanemani;37;DESKTOP-U7V8A28;8669
2277;121;Kuang Busir;23;DESKTOP-U7V8A28;8669
2278;147;Wanua  Waru;19;DESKTOP-U7V8A28;8669
2279;130;Sampie;19;DESKTOP-U7V8A28;8669
2280;301;Jeddah;53;DESKTOP-QFC16ML;2151322
2281;104;Adijaya;12;DESKTOP-U7V8A28;8669
2282;11;Elelim;79;DESKTOP-U7V8A28;8669
2283;111;Betung Kuning;12;DESKTOP-U7V8A28;8669
2284;77;Bancangan Sambit Ponorogo;5;DESKTOP-QFC16ML;2151322
2285;112;Budi Aji;12;DESKTOP-U7V8A28;8669
2286;113;Pandan Surat;12;DESKTOP-U7V8A28;8669
2287;100;Sorek Satu;9;DESKTOP-U7V8A28;8669
2288;122;Tente;23;DESKTOP-U7V8A28;8669
2289;101;Lubuk Gaung;9;DESKTOP-U7V8A28;8669
2290;2;Paninggahan;8;acer-PC;2151322
2291;131;Tentang;33;acer-PC;2151322
2292;100;Ambalutu;7;acer-PC;2151322
2293;130;Torok;33;acer-PC;2151322
2294;54;Tanah Rekah;26;acer-PC;2151322
2295;148;Bangkeng Tabbing;19;acer-PC;2151322
2296;149;Baru Tancung;19;acer-PC;2151322
2297;150;Luwu Utara;19;acer-PC;2151322
2298;151;Rantetayo;19;acer-PC;2151322
2299;114;Sukamulya;12;acer-PC;2151322
2300;47;Pante Macassar;27;acer-PC;2151322
2301;80;Barati;18;DESKTOP-U7V8A28;8669
2302;73;Harapan Mukti;10;DESKTOP-U7V8A28;8669
2303;102;Ujung Batu;9;DESKTOP-U7V8A28;8669
2304;66;Hulu Sungai Utara;15;DESKTOP-U7V8A28;8669
2305;55;Padang Siring;26;DESKTOP-U7V8A28;8669
2306;115;Kecubung Jaya;12;DESKTOP-U7V8A28;8669
2307;103;Bangko Jaya;9;DESKTOP-U7V8A28;8669
2308;173;Aek Napultak;7;DESKTOP-U7V8A28;8669
2309;107;Markisa;11;acer-PC;2151322
2310;50;Beloyang;13;acer-PC;2151322
2311;56;Kasuk Baru;26;acer-PC;2151322
2312;57;Padang Jati;26;acer-PC;2151322
2313;90;Ranomeeto;20;DESKTOP-U7V8A28;8669
2314;58;Beringin Datar;26;DESKTOP-U7V8A28;8669
2315;108;Perjaya;11;DESKTOP-U7V8A28;8669
2316;59;Retak Mudik;26;DESKTOP-U7V8A28;8669
2317;60;Muara Tetap;26;DESKTOP-U7V8A28;8669
2318;74;Lawang Agung;10;DESKTOP-U7V8A28;8669
2319;92;Cengkong;2;DESKTOP-QFC16ML;2151322
2320;100;Air Tawar;8;DESKTOP-U7V8A28;8669
2321;61;Talang Tais;26;DESKTOP-U7V8A28;8669
2322;65;Ujoh Bilang;16;acer-PC;2151322
2323;78;Bungkuk;5;acer-PC;2151322
2324;56;Singaraja;22;acer-PC;2151322
2325;12;Sarmi;79;acer-PC;2151322
2327;116;Wiralaga;12;DESKTOP-U7V8A28;8669
2328;174;Aek Simanat;7;DESKTOP-U7V8A28;8669
2329;62;Semelako;26;DESKTOP-U7V8A28;8669
2330;100;KEPRI;9;acer-PC;2151322
2331;104;Tanjungpinang;9;acer-PC;2151322
2332;175;Sei Daun;7;acer-PC;2151322
2333;11;Lenteng Agung;1;acer-PC;2151322
2334;120;Pabatu;7;acer-PC;2151322
2335;120;Buntu Turunan;7;acer-PC;2151322
2336;109;Anyar;11;DESKTOP-U7V8A28;8669
2337;13;Jakarta Selatan;1;DESKTOP-QFC16ML;2151322
2338;117;Pauh Tanjung Iman;12;DESKTOP-QFC16ML;2151322
2339;118;Onoharjo;12;acer-PC;2151322
2340;63;Bengkulu Utara;26;acer-PC;2151322
2341;66;Lhoksukon;6;acer-PC;2151322
2342;100;Pematang Sapat;9;acer-PC;2151322
2343;100;Batu Raja;12;acer-PC;2151322
2344;64;Gunung Ayu;26;acer-PC;2151322
2345;105;Seberang Taluk;9;acer-PC;2151322
2346;106;Riau;9;acer-PC;2151322
2347;20;Tanjungpandan;35;acer-PC;2151322
2348;21;Bangka Belitung;35;acer-PC;2151322
2349;56;Santong Barat;24;acer-PC;2151322
2350;123;Plampang;23;acer-PC;2151322
2351;91;Waonu;20;acer-PC;2151322
2352;99;Lampung Selatan;12;acer-PC;2151322
2354;105;Sumatera Barat;8;DESKTOP-QFC16ML;2151322
2355;92;Lauru;20;DESKTOP-QFC16ML;2151322
2356;93;Sulawesi Tenggara;20;DESKTOP-QFC16ML;2151322
2357;1;Hutabulu;7;DESKTOP-CHACMKN;8990
2358;1;Way Isem;12;DESKTOP-CHACMKN;8990
2359;1;Air Hitam;16;DESKTOP-CHACMKN;8990
2360;2;Tanjungpinang;9;DESKTOP-CHACMKN;8990
2361;106;Lalan;8;DESKTOP-QFC16ML;2151322
2362;11;Pangwa;6;DESKTOP-QFC16ML;2151322
2363;75;Desa Danau;10;DESKTOP-QFC16ML;2151322
2364;120;Buluduri;7;DESKTOP-QFC16ML;2151322
2365;100;Ratnakhaton;12;DESKTOP-QFC16ML;2151322
2366;105;Wono Agung;12;DESKTOP-QFC16ML;2151322
2367;100;Daya Murni;12;DESKTOP-QFC16ML;2151322
2368;93;Pancoran Mas Depok Bogor;2;DESKTOP-QFC16ML;2151322
2369;110;Inderalaya;11;DESKTOP-QFC16ML;2151322
2370;110;Karang Cahaya;11;DESKTOP-QFC16ML;2151322
2371;57;Tenganan;22;DESKTOP-QFC16ML;2151322
2372;18;Tegal Ombo;12;DESKTOP-QFC16ML;2151322
2373;120;Rantauprapat;7;DESKTOP-QFC16ML;2151322
2374;119;Menggala;12;DESKTOP-QFC16ML;2151322
2375;51;Sungai Kakap;13;DESKTOP-CHACMKN;8990
2376;99;Rantau Kasai;9;DESKTOP-CHACMKN;8990
2377;1;Maget - B;2;DESKTOP-CHACMKN;8990
2378;176;Natumingka;7;DESKTOP-QFC16ML;2151322
2379;86;Purwogondo;3;DESKTOP-QFC16ML;2151322
2380;94;Wora;2;DESKTOP-CHACMKN;8990
2381;1;Bah Sidua Dua;7;DESKTOP-CHACMKN;8990
2382;76;Jambi;10;DESKTOP-QFC16ML;2151322
2383;120;Sinar Tanjung;12;DESKTOP-QFC16ML;2151322
2384;107;Pekan Baru;9;DESKTOP-QFC16ML;2151322
2385;120;Lae Hole;7;DESKTOP-QFC16ML;2151322
2386;66;Seruyan;14;DESKTOP-QFC16ML;2151322
2387;87;Sukoharjo II;3;DESKTOP-QFC16ML;2151322
2388;109;Parsunian;7;DESKTOP-QFC16ML;2151322
2389;102;Dokulamo;21;DESKTOP-QFC16ML;2151322
2390;97;Wuwuk;17;DESKTOP-QFC16ML;2151322
2391;110;Sukamukti;11;DESKTOP-QFC16ML;2151322
2392;57;Longko;24;DESKTOP-QFC16ML;2151322
2393;120;Kalirejo;12;DESKTOP-CHACMKN;8990
2394;65;Bukit Peninjauan I;26;DESKTOP-CHACMKN;8990
2395;121;Sribawono;12;DESKTOP-QFC16ML;2151322
2396;130;Paringgonan;7;DESKTOP-QFC16ML;2151322
2397;108;Geringging Baru;9;DESKTOP-QFC16ML;2151322
2398;4;Ungaran;3;DESKTOP-QFC16ML;2151322
2399;66;Talang Alai;26;acer-PC;2151322
2400;122;Gedongtataan;12;DESKTOP-CHACMKN;8990
2401;152;Lamasi;19;DESKTOP-QFC16ML;2151322
2402;25;Teminabuan;37;DESKTOP-QFC16ML;2151322
2404;67;Bungkang;15;DESKTOP-QFC16ML;2151322
2405;82;Belitang;12;DESKTOP-QFC16ML;2151322
2406;123;Blitang;12;DESKTOP-QFC16ML;2151322
2407;68;Murung Abuin;15;DESKTOP-QFC16ML;2151322
2408;111;Margo Mulyo;11;DESKTOP-QFC16ML;2151322
2409;107;Pinang Awan;8;DESKTOP-QFC16ML;2151322
2410;112;Patila;11;DESKTOP-QFC16ML;2151322
2411;109;Teluk Paman;9;DESKTOP-QFC16ML;2151322
2412;95;Bandung Barat;2;acer-PC;2151322
2413;177;Batu Binumbun;7;acer-PC;2151322
2414;12;Sumatera Utara;7;acer-PC;2151322
2415;69;Tapin;15;acer-PC;2151322
2416;153;Malakiri;19;DESKTOP-QFC16ML;2151322
2417;1;Br. Medahan;22;DESKTOP-U7V8A28;8990
2418;1;Rejowinangun;15;DESKTOP-U7V8A28;8990
2419;10;Mekarsari;12;DESKTOP-U7V8A28;8990
2420;98;Tenggara;17;DESKTOP-QFC16ML;2151322
2422;108;Aur Tajungkang;8;DESKTOP-QFC16ML;2151322
2423;48;Dili;27;DESKTOP-QFC16ML;2151322
2424;124;Ganti;12;DESKTOP-QFC16ML;2151322
2425;88;Ganti Warno;3;DESKTOP-QFC16ML;2151322
2426;49;Covalima;27;DESKTOP-QFC16ML;2151322
2427;2;Seririt;22;DESKTOP-U7V8A28;8990
2428;94;Timor Leste;28;DESKTOP-U7V8A28;8990
2429;1;Penggentungan;26;DESKTOP-U7V8A28;8990
2430;1;Kota Makassar;19;DESKTOP-U7V8A28;8990
2431;67;Suka Merindu ;26;DESKTOP-QFC16ML;2151322
2432;1;Muara Bulian;10;DESKTOP-U7V8A28;8990
2433;111;Pamibak;19;DESKTOP-QFC16ML;2151322
2434;154;Sulawesi Selatan;19;DESKTOP-QFC16ML;2151322
2435;111;Sungai Dusun;9;DESKTOP-QFC16ML;2151322
2436;125;Totokaton;12;DESKTOP-QFC16ML;2151322
2437;100;Muara Kandis;8;DESKTOP-QFC16ML;2151322
2438;67;Peudaya;6;DESKTOP-QFC16ML;2151322
2439;70;Kayakah;15;DESKTOP-QFC16ML;2151322
2440;71;Murung Kupang;15;DESKTOP-QFC16ML;2151322
2441;126;Mekar Sari ;12;DESKTOP-QFC16ML;2151322
2443;127;Siswo Bangun;12;DESKTOP-QFC16ML;2151322
2444;8;Kalimantan Utara;0;DESKTOP-QFC16ML;2151322
2445;68;Idi;6;DESKTOP-QFC16ML;2151322
2446;128;Tegal Rejo;12;DESKTOP-QFC16ML;2151322
2447;129;Gisting Jaya;12;DESKTOP-QFC16ML;2151322
2448;109;Muara Kandis;8;DESKTOP-QFC16ML;2151322
2449;110;Sungai Beringin;8;DESKTOP-QFC16ML;2151322
2450;100;Padang-padang;19;DESKTOP-QFC16ML;2151322
2451;100;Padang - padang;19;DESKTOP-QFC16ML;2151322
2452;77;Sanggaran Agung;10;DESKTOP-QFC16ML;2151322
2453;78;Air Tenang;10;DESKTOP-QFC16ML;2151322
2454;79;Sungai Jering;10;DESKTOP-QFC16ML;2151322
2455;58;Penyaringan;22;DESKTOP-QFC16ML;2151322
2456;155;Maruang;19;DESKTOP-QFC16ML;2151322
2457;156;Padang - Padang;19;DESKTOP-QFC16ML;2151322
2458;80;Pelawan;10;DESKTOP-QFC16ML;2151322
2459;113;Trikarya;11;DESKTOP-QFC16ML;2151322
2460;110;Makale;19;DESKTOP-QFC16ML;2151322
2462;157;To' Katimbang;19;DESKTOP-QFC16ML;2151322
2463;130;Panaragan Jaya;12;DESKTOP-QFC16ML;2151322
2464;69;Lueng Bimba;6;DESKTOP-QFC16ML;2151322
2465;70;Aceh;6;DESKTOP-QFC16ML;2151322
2466;81;Merlung;10;DESKTOP-QFC16ML;2151322
2467;82;Lempur Tengah;10;DESKTOP-QFC16ML;2151322
2468;114;OKI;11;DESKTOP-QFC16ML;2151322
2469;131;Bagelen;12;DESKTOP-QFC16ML;2151322
2470;115;Sumatera Selatan;11;DESKTOP-QFC16ML;2151322
2471;72;Bati-Bati;15;DESKTOP-QFC16ML;2151322
2472;94;Lapulu ;20;DESKTOP-QFC16ML;2151322
2473;13;Numfor;79;DESKTOP-QFC16ML;2151322
2474;26;Numfor;37;DESKTOP-QFC16ML;2151322
2475;66;Kota Bangun;16;DESKTOP-QFC16ML;2151322
2478;67;Kutai Kartanegara;16;DESKTOP-QFC16ML;2151322
2479;68;Kalimantan Timur;16;DESKTOP-QFC16ML;2151322
2480;68;Bengkulu;26;DESKTOP-QFC16ML;2151322
2481;69;Lubuk Mukti;26;DESKTOP-QFC16ML;2151322
2482;106;Sindang Pagar;12;DESKTOP-QFC16ML;2151322
2484;27;Pasang Kaliba;37;DESKTOP-QFC16ML;2151322
2486;100;Pengkores;23;DESKTOP-QFC16ML;2151322
2487;130;Sinartanjung;12;DESKTOP-QFC16ML;2151322
2488;62;Puruk Cahu;14;DESKTOP-QFC16ML;2151322
2489;67;Kalimantan Tengah;14;DESKTOP-QFC16ML;2151322
2490;68;Murung Raya;14;DESKTOP-QFC16ML;2151322
2491;83;Tanah Periuk;10;DESKTOP-QFC16ML;2151322
2492;100;Simpang Penawar;12;DESKTOP-QFC16ML;2151322
2493;71;Tualang Cut;6;DESKTOP-QFC16ML;2151322
2494;70;Maras;26;DESKTOP-QFC16ML;2151322
2495;132;Lampung Utara;12;DESKTOP-QFC16ML;2151322
2496;59; Werdhi Agung;22;DESKTOP-QFC16ML;2151322
2497;99;Sulawesi Utara;17;DESKTOP-QFC16ML;2151322
2498;96;Malimping;2;DESKTOP-QFC16ML;2151322
2499;12;Malingping;34;DESKTOP-QFC16ML;2151322
2500;132;Wudu;33;DESKTOP-QFC16ML;2151322
2501;116;Darat;11;DESKTOP-QFC16ML;2151322
2502;24;Sendang Agung;12;DESKTOP-QFC16ML;2151322
2503;112;Tj. Alai Kampar;9;DESKTOP-QFC16ML;2151322
2504;21;Manggar;35;DESKTOP-QFC16ML;2151322
2505;22;Belitung Timur;35;DESKTOP-QFC16ML;2151322
2506;117;Sumatera Selatan;11;DESKTOP-QFC16ML;2151322
2507;133;Sanam;33;DESKTOP-QFC16ML;2151322
2508;73;Barabat;15;DESKTOP-QFC16ML;2151322
2509;133;Bandar Agung;12;DESKTOP-QFC16ML;2151322
2510;134;Bandar Abung;12;DESKTOP-QFC16ML;2151322
2511;74;Barabai;15;DESKTOP-QFC16ML;2151322
2512;80;Baradatu;12;DESKTOP-QFC16ML;2151322
2513;120;Riding;11;DESKTOP-QFC16ML;2151322
2514;135;Srikaton;12;DESKTOP-QFC16ML;2151322
2515;120;Paringgonan;7;DESKTOP-QFC16ML;2151322
2516;18;Toto Mulyo;12;DESKTOP-QFC16ML;2151322
2517;102;Mataloko;33;DESKTOP-QFC16ML;2151322
2518;11;Mata Ie ;6;DESKTOP-QFC16ML;2151322
2519;34;Togoreba Sungi;21;DESKTOP-QFC16ML;2151322
2520;136;Sukabanjar;12;DESKTOP-QFC16ML;2151322
2521;18;Sumber Sari;12;DESKTOP-QFC16ML;2151322
2522;100;Bunut Seberang;12;DESKTOP-QFC16ML;2151322
2523;9;Pembeliangan;0;DESKTOP-QFC16ML;2151322
2524;69;Sungai Aji Kuning;16;DESKTOP-QFC16ML;2151322
2525;113;Parsaoran Nauli;9;DESKTOP-QFC16ML;2151322
2526;158;Bonepute;19;DESKTOP-QFC16ML;2151322
2527;100;Borgo;17;DESKTOP-QFC16ML;2151322
2528;134;Papela;33;DESKTOP-QFC16ML;2151322
2529;135;Rotendao;33;DESKTOP-QFC16ML;2151322
2530;71;Mukomuko;26;DESKTOP-QFC16ML;2151322
2531;118;Merpang;11;DESKTOP-QFC16ML;2151322
2532;136;Macope;33;DESKTOP-QFC16ML;2151322
2533;137;Gunung Labuhan;12;DESKTOP-QFC16ML;2151322
2534;137;Maumbi;33;DESKTOP-QFC16ML;2151322
2535;72;Bungin Tambun;26;DESKTOP-QFC16ML;2151322
2536;138;Gunung Madu;12;DESKTOP-QFC16ML;2151322
2537;84;Pelabuhan Dagang;10;DESKTOP-QFC16ML;2151322
2538;23;Penyak;35;DESKTOP-QFC16ML;2151322
2539;159;Pattedong;19;DESKTOP-QFC16ML;2151322
2540;139;Rama Indra;12;DESKTOP-QFC16ML;2151322
2541;120;Kebun Binanga;7;DESKTOP-QFC16ML;2151322
2543;100;Babat;11;DESKTOP-QFC16ML;2151322
2544;121;Lunggaian;11;DESKTOP-QFC16ML;2151322
2545;124;Bangket Tengak;23;DESKTOP-QFC16ML;2151322
2546;121;Pakuan Ratu;11;DESKTOP-QFC16ML;2151322
2547;121;Pujiharjo;11;DESKTOP-QFC16ML;2151322
2548;31;Teluk Kayu Putih;10;DESKTOP-QFC16ML;2151322
2549;75;Parenggean;15;DESKTOP-QFC16ML;2151322
2551;1;Moanemani;79;DESKTOP-CHACMKN;8990
2552;14;Asam Jawa;1;DESKTOP-CHACMKN;8990
2553;99;Sinar Rejeki;12;DESKTOP-CHACMKN;8990
2554;101;P. Susu;17;DESKTOP-CHACMKN;8990
2555;10;Loalo;79;DESKTOP-CHACMKN;8990
2556;35;Bangko-Jambi;10;DESKTOP-QFC16ML;2151322
2557;17;Parda Suka;26;DESKTOP-QFC16ML;2151322
2558;1;Pulu - Pulu';19;DESKTOP-CHACMKN;8990
2559;85;Mampun Baru;10;DESKTOP-QFC16ML;2151322
2560;89;Teluk Singkawang;10;DESKTOP-QFC16ML;2151322
2561;100;Pematang Panggang Oki;12;DESKTOP-QFC16ML;2151322
2562;121;Sumbul;7;DESKTOP-QFC16ML;2151322
2563;18;Sukoharjo III;12;DESKTOP-QFC16ML;2151322
2564;12;Pea Janggut;7;DESKTOP-QFC16ML;2151322
2565;13;Tabing;8;DESKTOP-QFC16ML;2151322
2566;12;PT. Torganda;7;DESKTOP-QFC16ML;2151322
2567;32;Bojonggede, Bogor;2;DESKTOP-QFC16ML;2151322
2568;178;Kota Batak;7;DESKTOP-QFC16ML;2151322
2569;50;Kamenasa;27;DESKTOP-QFC16ML;2151322
2570;51;Kamenasa Timor Timur;27;DESKTOP-QFC16ML;2151322
2571;99;Uwuran Dua;17;DESKTOP-QFC16ML;2151322
2572;34;Oba;21;DESKTOP-QFC16ML;2151322
2573;140;Mekar Asri;12;DESKTOP-QFC16ML;2151322
2574;31;Koto Tengah;10;DESKTOP-QFC16ML;2151322
2575;141;Panaragan;12;DESKTOP-QFC16ML;2151322
2576;123;Perigi;11;DESKTOP-QFC16ML;2151322
2577;18;Muara Tenang;12;acer-PC;2151322
2578;18;Kenali;12;acer-PC;2151322
2579;142;Raman Utara;12;DESKTOP-283P160;123
2580;143;Kegeringan;33;DESKTOP-283P160;123
2581;144;Kibang Budi Jaya;33;DESKTOP-283P160;123
2582;144;Pasar Lubuk Jambi;33;DESKTOP-283P160;123
2583;145;Sumber Agung;33;DESKTOP-283P160;123
2584;145;Balerejo;33;DESKTOP-283P160;123
2585;146;Sugihwaras;33;DESKTOP-283P160;123
2586;147;Pulau Baru;33;DESKTOP-283P160;123
2587;148;Tete Induk;33;DESKTOP-283P160;123
2588;149;Sei Hanyo;33;DESKTOP-283P160;123
2589;150;Tajur;33;DESKTOP-283P160;123
2590;151;Beka;33;DESKTOP-283P160;123
2591;100;Sipitu pitu;7;DESKTOP-QFC16ML;2151322
2592;152;Lela;33;DESKTOP-283P160;123
2593;153;Pujoasri;33;DESKTOP-283P160;123
2594;154;Pahayu Jaya;33;DESKTOP-283P160;123
2595;155;Bangun Jaya;33;DESKTOP-283P160;123
2596;156;Taman Cari;33;DESKTOP-283P160;123
2597;157;Sulawesi Tengah;33;DESKTOP-283P160;123
2598;158;Karta;33;DESKTOP-283P160;123
2599;159;Pulau Burung;33;DESKTOP-283P160;123
2600;160;Mulia Agung;33;DESKTOP-283P160;123
2601;143;Tegalbinangun;12;DESKTOP-QFC16ML;2151322
2602;1;Tanjung Agung;11;DESKTOP-QFC16ML;2151322
2603;73;Pondok Baru;26;DESKTOP-QFC16ML;2151322
2604;1;Kepala Curup;26;DESKTOP-QFC16ML;2151322
2605;160;Mulyasari;33;DESKTOP-283P160;123
2606;161;Rajabasa Jaya;33;DESKTOP-283P160;123
2607;18;Sumbergede;12;DESKTOP-QFC16ML;2151322
2608;162;Mokupa;33;DESKTOP-283P160;123
2609;163;Passippo;33;DESKTOP-283P160;123
2610;17;Penarik;26;acer-PC;2151322
2611;18;Negara Batin;12;acer-PC;2151322
2612;145;Kibeng Yekti Jaya;12;acer-PC;2151322
2613;70;Talisayan;16;acer-PC;2151322
2614;124;Pangkalan Balai;11;acer-PC;2151322
2615;90;Pekan Gedang;10;acer-PC;2151322
2616;164;Rowang;33;acer-PC;2151322
2617;146;Adiluwih;12;acer-PC;2151322
2618;18;Pagar Baru;12;acer-PC;2151322
2619;164;Senaung;33;DESKTOP-283P160;123
