f_kabupaten_id;f_kodekabupaten;f_namakabupaten;f_propinsi_id;f_komputer;f_username;f_tanggalupdate
1124;72;Teluk Pinang;11;User-PC;288646;40:51.3
1125;2;Koto Kabun;47;User-PC;288646;44:52.6
1126;100;Pasar Simangambat;7;masterA;288646;39:47.7
1127;25;Ramunia;33;BAAK-PC;288646;21:11.0
1128;81;Lemahabang;2;BAAK-PC;288646;38:00.3
1129;70;Limbanang;8;BAAK-PC;288646;34:41.3
1130;82;Luragung;2;masterA;288646;20:21.2
1131;100;Deniang;7;BAAK-PC;288646;52:43.7
1132;43;Demulih;22;BAAK-PC;288646;52:17.6
1133;49;Tentena;18;BAAK-PC;288646;53:25.3
1134;100;Anggotoa;19;BAAK-PC;288646;54:17.7
1135;101;Cikarro;19;BAAK-PC;288646;54:44.7
1136;102;Bungi;19;BAAK-PC;288646;55:03.4
1137;103;Nggele;19;BAAK-PC;288646;55:26.5
1138;104;Cendana Putih-Palopo;19;BAAK-PC;288646;55:55.4
1139;105;Redak;19;BAAK-PC;288646;56:38.9
1140;106;Bottoe;19;BAAK-PC;288646;57:09.5
1141;107;Bala'ba;19;BAAK-PC;288646;57:29.0
1142;83;Waled Cirebon;2;BAAK-PC;288646;58:41.3
1144;74;Margototo;12;BAAK-PC;288646;00:07.2
1145;71;Ujung Gading;8;BAAK-PC;288646;00:48.8
1146;50;Seasa;18;BAAK-PC;288646;01:21.6
1147;51;Sausu Trans;18;BAAK-PC;288646;01:47.5
1148;52;Malakosa;18;BAAK-PC;288646;02:07.3
1149;53;Sibaluton;18;BAAK-PC;288646;02:30.3
1879;47;Menukung;13;debrina;288632;47:47.0
1151;38;Tidore;21;BAAK-PC;288646;04:47.2
1152;75;Kedaton;12;BAAK-PC;288646;29:19.5
1153;76;Muara Pinang;12;BAAK-PC;288646;29:37.7
1154;72;Kubang ;8;ISTNDURENTIGA13;284396;24:29.1
1878;46;Melawi;13;debrina;288632;48:11.8
1156;77;kelirejo;12;ISTNDURENTIGA13;284396;51:08.4
1157;73;Mair Haji ;8;ISTNDURENTIGA13;284396;15:02.3
1158;74;Lubuk Nyiur ;8;ISTNDURENTIGA13;284396;24:01.3
1161;52;Rokan Hulu;9;yuli;288632;19:21.0
1880;74;NGEDULUSI;33;debrina;288632;15:08.9
1165;45;Minahasa Tenggara;17;yuli;288632;19:46.9
1166;72;Telap;12;admfmipa-PC;288646;35:33.7
1168;74;Sekayu;11;BAAK-PC;288646;21:59.8
1169;73;Krui;12;BAAK-PC;288646;22:30.9
1170;23;Gamtala;21;BAAK-PC;288646;23:06.3
1171;125;Guguk;7;BAAK-PC;288646;23:48.1
1172;26;NAGEKEO;33;yuli;288632;34:08.3
1881;75;TIMOR TENGAH UTARA;33;debrina;288632;21:25.1
1174;19;Makarti Jaya;22;BAAK-PC;288646;03:39.1
1175;20;Kembang Mertha;22;BAAK-PC;288646;03:59.2
1176;23;Atambua;24;BAAK-PC;288646;04:38.1
1177;24;Lamablawa;24;BAAK-PC;288646;04:57.6
1178;25;Rate-Rate;24;BAAK-PC;288646;05:30.9
1179;112;Belajen;19;BAAK-PC;288646;06:09.4
1180;113;Petiro;19;BAAK-PC;288646;06:33.2
1181;114;Bulu Siwa;19;BAAK-PC;288646;06:53.3
1182;31;Ampana;18;BAAK-PC;288646;07:33.2
1183;32;Salukaia;18;BAAK-PC;288646;08:09.5
1184;17;Windesi;25;BAAK-PC;288646;08:54.0
1882;13;Balai Kencana;12;debrina;288632;30:59.2
1883;14;Pesisir Barat;12;debrina;288632;40:48.6
1188;74;Labuhan Maringgai;12;BAAK-PC;288646;11:26.7
1189;67;Padang Mahondang;8;BAAK-PC;288646;12:24.0
1190;126;Aek Ngadol;7;BAAK-PC;288646;13:16.1
1191;127;Namlea;7;BAAK-PC;288646;13:49.6
1192;21;Nganganaumala;20;BAAK-PC;288646;14:54.7
1193;128;Matio;7;BAAK-PC;288646;08:21.4
1194;68;Panjalangan;8;BAAK-PC;288646;33:03.2
1195;75;Batangharjo;12;BAAK-PC;288646;33:56.5
1196;27;FLORES;33;yuli;288632;15:50.9
1197;129;Buahbolon;7;AKADEMIKMIPA-PC;288646;37:39.3
1198;8;PANGKAL PINANG;35;yuli;288632;11:41.9
1267;3;Malaysia;0;BAAK-PC;288646;55:55.7
1199;107;Mandailing Natal;7;yuli;288632;49:45.0
1200;44;Tulang Bawang;22;yuli;288632;54:41.6
1268;86;LDG. 4/ Puteh;28;BAAK-PC;288646;57:40.3
1269;25;Sungai Pinyuh;13;BAAK-PC;288646;09:36.1
1202;108;BATU ;7;yuli;288632;49:57.8
1037;109;Toba Samosir;7;yuli;288632;50:39.7
1270;79;Sindangbarang;2;BAAK-PC;288646;12:19.1
1203;75;Pagar Alam;8;yuli;288632;24:55.9
1204;28;Lembata;33;yuli;288632;15:08.7
1205;29;Ndewel;33;BAAK-PC;288646;06:49.1
1206;70;Koto Majidin;8;BAAK-PC;288646;25:55.6
1207;13;Lareh Nan Panjang;33;ISTN-STTT;284396;46:43.6
1208;39;Jayawijaya;21;yuli;288632;02:27.0
1209;32;Kukuh;22;BAAK-PC;288646;28:45.3
1239;2;Pongo;38;debrina;288632;58:53.2
1271;80;Cipanas-Lebak;2;BAAK-PC;288646;13:17.1
96;21;Tangerang;2;DUDY;admin;35:46.5
1211;76;Gunung Sugih;12;BAAK-PC;288646;41:27.5
1212;77;Tebing;12;BAAK-PC;288646;51:42.9
1213;100;Simpang Tolang Lama;7;BAAK-PC;288646;24:49.8
1214;40;Waiteba;21;BAAK-PC;288646;31:04.0
1215;41;Hamlea;21;BAAK-PC;288646;34:02.1
1216;33;Umbele;18;BAAK-PC;288646;20:00.8
1472;81;Lirang;21;user-PC;2151322;37:39.0
1218;76;Cibinong;2;BAAK-PC;288646;51:39.1
1272;13;Cupat;26;BAAK-PC;288646;10:53.7
1219;110;Sungai Guntung;7;DUDY;admin;22:55.8
1201;100;Batu Bara;7;DUDY;admin;23:14.9
1220;115;Batu-Batu;19;BAAK-PC;288646;35:32.8
1221;26;Pamakayo;24;BAAK-PC;288646;36:44.6
1222;27;Mbay Dam;24;BAAK-PC;288646;37:14.3
1884;43;Talang Donok;26;debrina;288632;03:43.9
1224;116;Tapparan;19;BAAK-PC;288646;39:15.2
1885;44;Lebong;26;debrina;288632;04:22.0
1226;27;Waekasar;21;BAAK-PC;288646;41:19.0
1227;12;Pasar Baru;26;BAAK-PC;288646;42:26.1
1228;41;Imandi;17;BAAK-PC;288646;43:09.5
1229;117;Massamba;19;BAAK-PC;288646;43:55.5
1230;22;Kasipute;20;BAAK-PC;288646;44:36.0
1231;23;Toaha;20;BAAK-PC;288646;45:01.3
1232;24;Langge;20;BAAK-PC;288646;45:26.2
1233;25;Unaaha;20;BAAK-PC;288646;45:49.8
1234;26;Pohu;20;BAAK-PC;288646;46:11.4
1235;27;Bira;20;BAAK-PC;288646;46:25.6
1236;28;Wawotobi;20;BAAK-PC;288646;46:59.5
1237;30;Raha;20;BAAK-PC;288646;47:14.7
1238;31;Bau-Bau;20;BAAK-PC;288646;47:34.9
1886;47;Tembagapura;25;debrina;288632;11:24.7
1887;48;Mimika;25;debrina;288632;12:05.7
1241;34;Sambiut;18;BAAK-PC;288646;50:00.9
1242;75;Cipta Praja;11;BAAK-PC;288646;51:20.0
1243;78;Sukasari;12;BAAK-PC;288646;52:05.8
1244;28;Banda Neira;21;BAAK-PC;288646;52:59.6
1245;118;Bayondo;19;BAAK-PC;288646;53:44.0
1246;135;Simaninggir;7;BAAK-PC;288646;54:43.1
1247;76;Rawabening;11;BAAK-PC;288646;55:18.7
1248;71;Sumarorong;8;BAAK-PC;288646;56:00.5
1888;92;Cambai;11;debrina;288632;01:42.5
1250;119;Leworeng;19;BAAK-PC;288646;57:37.6
1251;79;Sendang Mulyo;12;BAAK-PC;288646;58:24.2
1252;29;Labuha;21;BAAK-PC;288646;58:57.3
1253;77;Sidawangi;2;BAAK-PC;288646;59:31.8
1254;17;Alas;23;BAAK-PC;288646;00:17.7
1255;30;Labuha;21;BAAK-PC;288646;00:59.6
1256;31;Pai-Padaido;21;BAAK-PC;288646;01:44.0
1257;77;Purwosari;11;BAAK-PC;288646;02:33.1
1258;120;Sudu;19;BAAK-PC;288646;03:18.1
1259;78;Cilongrang;2;BAAK-PC;288646;59:21.3
1260;136;Sitatuan;7;Rohmi-PC;288646;24:37.9
1294;1;Tokyo;58;yuli;288632;26:38.2
1295;10;Bagan Siapiapi;9;BAAKISTN-PC;2151322;05:39.3
1296;2;Paguyaman;17;BAAKISTN-PC;2151322;35:13.8
1297;1;Sulit Air;8;BAAKISTN-PC;2151322;35:56.3
1298;73;Bottotella;19;BAAKISTN-PC;2151322;15:36.1
1299;13;Tanjung Pati;8;BAAKISTN-PC;2151322;30:32.8
1300;13;Lintau;8;BAAKISTN-PC;2151322;47:38.7
1301;12;Toraja Utara;7;BAAKISTN-PC;2151322;46:56.4
1302;12;Siba'ta;7;BAAKISTN-PC;2151322;54:48.2
1303;73;Suli;19;BAAKISTN-PC;2151322;19:10.4
1304;52;Sengkol;23;BAAKISTN-PC;2151322;39:08.8
1889;45;Air Periukan;26;debrina;288632;30:03.7
1273;137;Pulo Siborna;7;BAAK-PC;288646;34:47.8
1274;81;Cibinong Bogor;2;BAAK-PC;288646;35:48.1
1275;17;Kuala Kapuas;14;BAAK-PC;288646;43:09.9
1276;65;Klepu, Kab. Semarang;3;BAAK-PC;288646;46:34.2
1277;76;Dharmasraya;8;yuli;288632;30:50.1
1890;46;Tertik;26;debrina;288632;45:48.4
1278;1;MEKKAH;53;yuli;288632;51:31.7
1279;84;Banjar;2;yuli;288632;01:13.8
1306;71;Liwutung;17;BAAKISTN-PC;2151322;51:12.7
1281;35;Timor Tengah Selatan;33;yuli;288632;54:46.7
1280;34;Timor Timur;33;yuli;288632;55:02.2
1282;45;Lamandau;14;yuli;288632;30:02.1
1283;36;Sungai Penuh;10;yuli;288632;09:30.9
1284;80;Kota Metro;12;yuli;288632;26:47.5
1285;45;Sebual;22;BAAKISTN-PC;2151322;14:35.3
1286;51;Tengkudak;33;BAAKISTN-PC;2151322;13:24.3
1287;32;Jawa Barat;2;BAAKISTN-PC;2151322;39:59.1
1330;16;Kota Tengah;9;istn-54f2cb5db4;288632;26:50.2
1289;53;Kuantan Singingi;9;yuli;288632;20:57.1
1290;54;Banggai Kepulauan;18;yuli;288632;30:02.6
1845;40;Kepahiang;26;debrina;288632;46:26.4
1891;92;Selat Panjang;9;debrina;288632;16:11.5
1293;2;Kawangkoan;0;yuli;288632;38:31.1
1307;73;Tambunan;19;BAAKISTN-PC;2151322;47:18.4
1308;12;Huraba;7;BAAKISTN-PC;2151322;07:25.8
1309;74;Sendang Mulya Sari;20;BAAKISTN-PC;2151322;07:18.8
1310;74;Sendang Muliasari;20;BAAKISTN-PC;2151322;14:45.3
1311;74;Pomalaa;20;BAAKISTN-PC;2151322;28:55.0
1312;102;Bekek;33;BAAKISTN-PC;2151322;39:59.1
1354;32;Depok - Bogor;2;BAAKISTN-PC;2151322;53:40.7
1314;42;Laiwui;21;BAAK-PC;2151322;35:58.6
1334;74;Watorumbe;20;BAAKISTN-PC;2151322;04:16.1
1316;36;Arga Makmur;26;BAAK-PC;2151322;41:14.1
1317;100;Kisaran;7;BAAK-PC;2151322;42:57.4
1318;100;Tano Saribu;7;BAAK-PC;2151322;47:39.1
1319;81;Sidowaluyo;12;BAAK-PC;2151322;52:11.0
1320;46;Untal-Untal;22;BAAK-PC;2151322;56:00.3
1321;101;Lumban Tonga Tonga;7;ISTNAKADEMIK-PC;105;32:36.9
1322;54;Tanjung Belit;9;BAAK-PC;2151322;00:34.6
1323;36;Jud II (Muba];11;BAAKISTN-PC;2151322;16:53.7
1324;16;Jud II (Muba);11;BAAKISTN-PC;2151322;20:59.9
1325;77;Tungkar;8;BAAK-PC;2151322;30:20.8
1326;73;Tampapute;19;BAAKISTN-PC;2151322;13:09.2
1327;102;Marding Ding;7;BAAK-PC;2151322;39:39.1
1328;102;Mardingding;7;BAAK-PC;2151322;40:48.2
1329;103;Salusuhan;7;BAAK-PC;2151322;45:22.9
1892;93;Kepulauan Meranti;9;debrina;288632;16:46.1
1331;12;Sihusapi Sumut;7;BAAKISTN-PC;2151322;33:47.4
1332;12;Lumban Holbung;7;BAAKISTN-PC;2151322;47:08.2
1333;73;Lumbaja;19;BAAKISTN-PC;2151322;13:34.1
1335;32;Rengasdengklok;2;BAAKISTN-PC;2151322;17:56.2
1336;102;Wodon;33;BAAKISTN-PC;2151322;35:15.3
1337;75;Tambuha;20;BAAK-PC;2151322;20:59.7
1313;100;Siborongborong;7;ISTNAKADEMIK-PC;105;38:01.0
1339;82;Jayaguna II;12;BAAK-PC;2151322;24:19.5
1340;76;Sikeli;20;BAAK-PC;2151322;32:05.2
1893;53;Kenawat Redelong;6;debrina;288632;02:33.5
1342;83;Putih Doh;12;BAAK-PC;2151322;49:18.2
1343;81;Sanahuni;21;BAAKISTN-PC;2151322;53:16.6
1344;32;Bojonggede Bogor;2;BAAKISTN-PC;2151322;08:22.7
1346;12;Panyambungan;7;BAAKISTN-PC;2151322;13:05.3
1347;12;Panyabungan;7;user-PC;2151322;50:01.9
1348;85;Cimanggis Bogor;2;user-PC;2151322;53:09.4
1349;84;Tanggamus;12;yuli;288632;10:44.0
1350;53;Atambua;33;user-PC;2151322;09:26.6
1351;100;Sugitanga;19;BAAKISTN-PC;2151322;37:49.9
1382;1;Perth;72;istn-54f2cb5db4;288632;08:45.9
1359;85;Srengsem;12;yuli;288632;39:47.0
1360;86;Bumiharjo;12;yuli;288632;40:06.1
1361;87;Gaya Baru;12;yuli;288632;11:16.5
1362;55;Rokan Hilir;9;yuli;288632;50:15.4
1363;56;Bagansiapiapi;9;yuli;288632;50:46.1
1364;1;Tawali;44;yuli;288632;27:49.5
1365;80;Talang Batu;11;yuli;288632;54:16.0
1366;77;Wale Ale;20;yuli;288632;24:29.3
1355;32;Depok bogor;2;ISTNAKADEMIK-PC;105;10:26.7
1624;120;Sidikalang;7;istn-54f2cb5db4;288632;12:52.0
1357;86;Cileungsi;2;user-PC;2151322;50:31.6
1358;33;Muntilan;3;BAAKISTN-PC;2151322;23:17.4
267;34;Sukajadi/Lahat;11;yuli;288632;05:43.6
1894;55;Bener Meriah;6;debrina;288632;03:05.7
1629;52;Panigoran;22;istn-54f2cb5db4;288632;14:55.7
1383;79;kolok;8;istn-54f2cb5db4;288632;09:55.9
1370;43;Kepulaun Sula;21;yuli;288632;47:44.5
1793;15;Keretak;35;debrina;288632;11:22.6
1895;16;Bangka Tengah;35;debrina;288632;11:43.0
1913;160;Lahat;7;debrina;288632;56:20.0
1374;54;Manggarai Barat;33;yuli;288632;57:39.0
1375;72;Bolang Mongondow;17;yuli;288632;06:59.1
1376;100;Boepinang;19;yuli;288632;12:03.2
1377;55;Banggai;18;yuli;288632;00:03.0
1378;57;Karimun Kepulauan Riau;9;yuli;288632;28:25.9
1379;82;Buru;21;yuli;288632;54:36.0
1897;25;Kotatua;7;debrina;288632;32:59.0
1381;100;Bantaeng;19;yuli;288632;56:34.5
1473;72;Mamuju;18;user-PC;2151322;51:38.5
1384;58;Selatpanjang;9;user-PC;2151322;41:22.6
1385;100;Sibadoar;7;user-PC;2151322;30:53.0
1386;87;Sukmajaya Depok;2;user-PC;2151322;59:19.9
1387;80;Tanjung Alai;8;istn-54f2cb5db4;288632;24:16.9
1388;5;Lombok Utara;23;istn-54f2cb5db4;288632;12:17.5
1389;81;Nias Barat;8;istn-54f2cb5db4;288632;57:52.9
1390;73;Talaud;17;istn-54f2cb5db4;288632;54:53.1
1391;12;Kutaraja;7;BAAKISTN-PC;2151322;21:30.4
1392;12;Hutaraja;7;BAAKISTN-PC;2151322;24:45.5
1898;11;Padangsidimpuan;7;debrina;288632;47:11.6
1476;11;Hutagurgur;7;istn-54f2cb5db4;288632;47:37.0
285;1;Palangkaraya;14;user-PC;2151322;23:32.7
1396;88;Pangandaran;2;istn-54f2cb5db4;288632;45:27.9
1397;47;Mengwitani;22;user-PC;2151322;24:44.5
1398;46;Pulau Mambulau;14;user-PC;2151322;39:10.1
1399;59;Duara;9;user-PC;2151322;44:16.8
1400;60;Salo Timur;9;user-PC;2151322;51:37.0
1513;23;Mowewe;20;ISTNAKADEMIK-PC;105;08:08.7
1401;9;Pulau Tengah;1;user-PC;2151322;53:21.7
1633;83;Bontote'ne;11;istn-54f2cb5db4;288632;59:30.3
1403;78;Liya Mawi;20;user-PC;2151322;07:09.0
1404;88;Sabah Balau;12;user-PC;2151322;09:50.6
1405;56;Balantak;18;user-PC;2151322;22:38.8
1406;89;Negara Aji Tua;12;user-PC;2151322;26:24.1
1407;57;Gintu;18;user-PC;2151322;17:12.6
1408;58;Masigi;18;user-PC;2151322;33:56.6
1409;74;Runggu;17;user-PC;2151322;41:34.3
1410;67;Mulyorejo;5;user-PC;2151322;02:30.0
1900;12;SIMANDUMA;7;debrina;288632;48:29.5
1515;45;Lubuk Kelumpang;11;ISTNAKADEMIK-PC;105;03:44.9
1411;79;Lapasi-pasi;20;user-PC;2151322;20:43.6
1412;59;Morowali;18;user-PC;2151322;23:52.4
1413;80;Mataoleo;20;user-PC;2151322;32:05.6
1414;46;Malela;15;user-PC;2151322;37:48.3
1415;1;Sabah Cocoa Lahad Datu;57;user-PC;2151322;50:38.7
1416;90;Padang Manis;12;user-PC;2151322;53:24.5
1417;100;Anabanua;19;user-PC;2151322;59:42.4
1901;15;Tanggulangin;12;debrina;288632;36:18.7
1902;44;Hoi;27;debrina;288632;43:34.7
1903;20;Timor Tengah Selatan;27;debrina;288632;44:19.5
1904;89;Duloduo;17;debrina;288632;59:25.4
1422;47;Rantau Bahai;14;istn-54f2cb5db4;288632;39:06.7
1423;60;Maliwuko;18;user-PC;2151322;24:05.8
1424;53;Jago;23;user-PC;2151322;27:53.0
1425;89;Cakra Negara;23;BAAKISTN-PC;2151322;32:57.5
1426;16;Batu Gajah;11;BAAKISTN-PC;2151322;01:52.6
1427;63;Amuntai;15;BAAKISTN-PC;2151322;21:32.6
1428;63;Kalimantan Selatan;15;BAAKISTN-PC;2151322;25:55.3
1429;100;Sianipar;7;istn-54f2cb5db4;288632;09:52.2
1430;32;Kramatmulya;2;BAAKISTN-PC;2151322;25:13.1
1431;52;Ntonggu;23;BAAKISTN-PC;2151322;51:34.6
1432;52;Geguntur;23;BAAKISTN-PC;2151322;58:31.0
1433;72;Seriti;18;BAAKISTN-PC;2151322;46:07.1
141;43;Karanganyar;3;user-PC;2151322;55:41.3
1434;102;Lombok;33;BAAKISTN-PC;2151322;41:28.3
1435;102;Sukamulia;33;BAAKISTN-PC;2151322;42:41.5
1436;91;Talang Baru;12;user-PC;2151322;06:08.5
295;40;Pembuang Hulu;14;BAAKISTN-PC;2151322;49:27.9
1438;51;Sukawati;22;BAAKISTN-PC;2151322;46:53.7
1439;42;Ambai Atas;10;user-PC;2151322;15:22.3
1440;61;PELALAWAN;9;istn-54f2cb5db4;288632;03:56.6
1045;11;Aek Korsik;7;istn-54f2cb5db4;288632;22:59.1
1082;12;Pareparean;7;istn-54f2cb5db4;288632;23:14.4
1441;150;Lawe Perbunga;7;istn-54f2cb5db4;288632;24:39.6
1442;36;Ngada;33;istn-54f2cb5db4;288632;05:47.9
1443;37;Mataloko;33;istn-54f2cb5db4;288632;06:57.2
1444;43;Tangkura;18;istn-54f2cb5db4;288632;49:57.0
1445;72;Masani;18;BAAK-PC;105;21:44.3
1446;73;Pollo Salu;19;BAAK-PC;105;36:26.7
1447;16;Muara Abab;11;BAAK-PC;105;40:22.2
1448;52;Maria Wawo Bima ;23;BAAK-PC;105;05:52.5
1474;73;Sa'dan Ulusalu;19;user-PC;2151322;43:40.8
1449;12;Bangun Sari;7;BAAK-PC;105;17:42.4
1450;81;Pelauw ;21;BAAK-PC;105;37:44.4
1451;102;Peot;33;BAAK-PC;105;46:07.1
1452;74;Tombula;20;BAAK-PC;105;54:01.2
1453;73;Taneteriaja;19;BAAK-PC;105;58:40.6
1454;73;Toraja;19;BAAK-PC;105;02:28.7
1455;71;Mopuya;17;BAAK-PC;105;14:55.4
1779;31;Jeranglah Rendah;26;BAAKISTN-PC;2151322;01:59.8
1456;72;Bakke;19;BAAK-PC;105;19:56.3
1457;12;Bangun Sari;7;BAAK-PC;105;26:46.1
1780;13;Kambang;8;BAAKISTN-PC;2151322;35:02.0
1459;18;Kota Gajah;12;BAAK-PC;105;15:01.7
1460;14;Ujung Batu Kampar  ;9;BAAK-PC;105;43:38.7
1461;52;Dori Dungga ;23;ISTNAKADEMIK-PC;105;51:40.9
1462;16;Uludanau;11;ISTNAKADEMIK-PC;105;23:57.0
471;49;Kaban Jahe;7;ISTNAKADEMIK-PC;105;39:09.8
1463;16;Lubuk Linggau ;11;ISTNAKADEMIK-PC;105;11:37.7
1464;33;Gerung;33;BAAKISTN-PC;2151322;49:18.8
1465;43;Rantau Alai;10;istn-54f2cb5db4;288632;56:55.0
1466;44;Merangin;10;istn-54f2cb5db4;288632;57:40.3
1467;6;Muko Muko;26;istn-54f2cb5db4;288632;29:53.3
1477;45;Sungai Tanang;10;istn-54f2cb5db4;288632;57:13.5
1478;75;Beo;17;user-PC;2151322;31:39.6
1479;62;Sungai Pakning;9;user-PC;2151322;49:33.5
1480;123;Suppirang;19;user-PC;2151322;12:48.6
1481;64;Berian Baru;15;user-PC;2151322;51:35.5
1482;63;Cerenti;9;user-PC;2151322;59:40.3
1483;124;Baranti;19;user-PC;2151322;57:53.1
1484;64;Kabun;9;user-PC;2151322;25:28.6
1485;76;Sengir;17;user-PC;2151322;42:16.6
1486;108;Bala;19;user-PC;2151322;57:33.5
1487;77;Tatelu;17;user-PC;2151322;34:05.1
1488;78;Dimembe;17;user-PC;2151322;36:30.0
1489;125;Ammerung;19;user-PC;2151322;44:43.1
1490;79;Maririk;17;user-PC;2151322;54:51.8
1491;65;Pulau Jambu;9;user-PC;2151322;11:44.2
1492;93;Kampung Baru;12;user-PC;2151322;30:01.6
1493;69;Lewong;5;user-PC;2151322;40:08.2
1494;89;Cibalong Tasikmalaya;2;user-PC;8669;10:20.6
1781;17;Muara Aman;26;BAAKISTN-PC;2151322;32:37.3
1496;57;Tandiallo;33;user-PC;2151322;40:32.5
1497;81;Asinua;20;user-PC;2151322;25:09.6
1498;110;Baruara;7;user-PC;8669;44:02.6
1499;1;Cikedung;29;user-PC;8669;52:42.9
1500;90;Sukaraja;2;user-PC;8669;02:54.6
1501;82;Usuku;20;user-PC;2151322;06:08.0
1502;126;Malangke;19;user-PC;2151322;09:25.6
1503;73;Lokotoy;18;user-PC;2151322;23:59.3
1504;103;Dalo;33;user-PC;2151322;27:38.6
1505;83;Inalahi;20;user-PC;2151322;49:49.7
1506;85;Madapolo;21;user-PC;2151322;54:51.1
1507;9;Batu Betumpang;35;user-PC;2151322;31:36.8
1508;55;Pohgading;23;user-PC;2151322;11:20.6
1509;56;Janapria;23;user-PC;2151322;18:19.5
1510;48;Bahu;14;user-PC;2151322;27:29.3
1511;111;Purbatua Barung;7;user-PC;2151322;42:28.0
584;15;Pangkalan Berandan;7;user-PC;2151322;05:16.7
1549;99;gelombang;33;debrina;291820;29:04.6
1550;84;Sijunjung;8;istn-54f2cb5db4;288632;07:00.7
1551;100;Tungkam;7;user-PC;2151322;09:32.1
350;22;Tarafu;20;BAAKISTN-PC;2151322;49:07.6
1516;40;Belani;11;ISTNAKADEMIK-PC;105;32:01.5
1517;80;Ngaringan;3;user-PC;2151322;14:27.2
1783;12;Maranti Timur;7;BAAKISTN-PC;2151322;42:32.7
1519;22;Singkarak;8;ISTNAKADEMIK-PC;105;53:14.9
1520;56;Tule;17;ISTNAKADEMIK-PC;105;36:31.4
1521;50;Taturan;17;ISTNAKADEMIK-PC;105;05:07.3
1553;12;Hutagurgur;7;BAAKISTN-PC;2151322;54:22.2
1784;52;Salama;23;BAAKISTN-PC;2151322;54:33.7
1524;90;Besikama;33;ISTNAKADEMIK-PC;105;17:29.3
1525;82;Balai Gurah;8;user-PC;2151322;11:52.8
1526;2;Gunung Sindur;29;user-PC;2151322;12:39.4
1527;83;Kolok Sawahlunto;8;user-PC;2151322;03:41.6
1528;22;Simpang Tolang;7;ISTNAKADEMIK-PC;105;23:48.6
1554;91;Keroya;23;istn-54f2cb5db4;288632;46:46.7
1529;22;Sibuntuon;7;ISTNAKADEMIK-PC;105;19:32.9
1530;112;Silangkitang;7;user-PC;2151322;01:36.5
1785;17;Jeranglah Tinggi;26;BAAKISTN-PC;2151322;46:56.7
1532;110;Hela;7;user-PC;2151322;52:03.2
1533;40;Tengkudak;22;BAAKISTN-PC;2151322;40:18.0
1534;46;Lubuk Sepuh;10;istn-54f2cb5db4;288632;49:56.4
1535;47;Sarolangun;10;istn-54f2cb5db4;288632;51:57.3
1536;94;Balinuraga;12;istn-54f2cb5db4;288632;06:20.7
1537;12;Hutabalang;7;BAAKISTN-PC;2151322;13:39.1
1555;11;Sarko;35;istn-54f2cb5db4;288632;15:46.4
1538;10;TANJUNGPANDAN;35;istn-54f2cb5db4;288632;38:50.0
1539;81;KEMU;11;istn-54f2cb5db4;288632;47:28.8
1540;44;BUANGIN;25;istn-54f2cb5db4;288632;41:53.5
1541;90;Praya;23;istn-54f2cb5db4;288632;31:54.0
1556;96;Rejo Agung;12;istn-54f2cb5db4;288632;30:14.8
1079;11;Rantetiku;19;istn-54f2cb5db4;288632;29:16.6
1625;75;Tanah Lanto;18;istn-54f2cb5db4;288632;29:33.9
1522;80;Taturan;17;istn-54f2cb5db4;288632;59:03.7
1544;81;RAANAN LAMA;17;istn-54f2cb5db4;288632;59:56.6
1545;100;Makasar;19;user-PC;2151322;40:23.9
1546;102;Wakuru;33;BAAKISTN-PC;2151322;07:30.8
1547;66;Tanjung Labu;9;istn-54f2cb5db4;288632;00:05.6
1548;62;Desa Babai;14;BAAKISTN-PC;2151322;25:03.3
1786;13;Paninggahan;8;BAAKISTN-PC;2151322;14:56.0
1557;127;Rantepao;19;istn-54f2cb5db4;288632;31:15.9
1558;128;Luwu Timur;19;istn-54f2cb5db4;288632;44:56.1
1630;69;Tambelan;9;istn-54f2cb5db4;288632;41:30.2
1559;92;Tanak Awu;23;istn-54f2cb5db4;288632;44:57.9
1560;129;Sukamaju;19;istn-54f2cb5db4;288632;26:41.5
1634;70;Sawit Permai;9;istn-54f2cb5db4;288632;13:16.6
1637;17;Bontomate'ne;37;istn-54f2cb5db4;288632;08:07.8
1639;71;Kemang Manis;9;istn-54f2cb5db4;288632;16:07.3
1641;120;Aek Popo;7;istn-54f2cb5db4;288632;27:40.3
1643;8;Suka Rami;26;istn-54f2cb5db4;288632;48:59.3
1562;3;Bornoh;47;istn-54f2cb5db4;288632;50:45.0
1563;86;Kepulauan Aru;21;istn-54f2cb5db4;288632;51:50.5
1564;43;Afdling III;13;istn-54f2cb5db4;288632;20:11.4
1565;97;Bandar Sari;12;istn-54f2cb5db4;288632;50:29.3
1788;16;Sumber Alam;11;BAAKISTN-PC;2151322;11:51.3
1567;85;Maninjau;8;istn-54f2cb5db4;288632;34:16.8
1568;87;Titawai;21;istn-54f2cb5db4;288632;42:16.4
1569;151;Delitua;7;istn-54f2cb5db4;288632;23:33.8
1570;44;Muara Jekak;13;istn-54f2cb5db4;288632;18:45.9
1571;98;Saputih Raman;12;istn-54f2cb5db4;288632;54:32.3
1789;16;Lampung;11;BAAKISTN-PC;2151322;04:30.5
1573;74;Anjungan;18;istn-54f2cb5db4;288632;11:04.4
1574;152;Asam Jawa;7;istn-54f2cb5db4;288632;45:24.7
1575;84;Lapai;20;istn-54f2cb5db4;288632;50:50.8
