f_kabupaten_id;f_kodekabupaten;f_namakabupaten;f_propinsi_id;f_komputer;f_username;f_tanggalupdate
618;12;Simpang Sari;12;Akademik;282240;57:27.2
619;17;Maleku;19;Akademik;282240;06:49.0
620;8;Kabupaten Semarang;3;Akademik;282240;22:11.4
622;22;Cepu;5;Akademik;282240;24:23.5
623;2;Banjarbaru;15;Akademik;282240;24:53.9
624;8;Rancaekek;2;Akademik;282240;25:45.2
625;13;Wayberulu;12;Akademik;282240;17:56.5
626;9;Ambarawa;5;Akademik;282240;25:49.2
1857;164;SEI MATI;7;debrina;288632;35:16.5
627;9;Talaga;2;Akademik;282240;29:04.3
628;14;Tanjung Morawa;8;Akademik;282240;22:30.6
629;15;Labuhan Ruku;8;Akademik;282240;14:34.6
630;16;P. Siantar;8;Akademik;282240;03:19.7
631;25;Sicincin;7;Akademik;282240;21:56.6
632;14;Kuang Anyar;12;Akademik;282240;06:19.8
633;15;Waiwada;12;Akademik;282240;36:36.6
634;5;Mariana;11;Akademik;282240;39:55.6
635;11;Ganda Soppeng;17;Akademik;282240;48:57.2
636;12;Boneoge;17;Akademik;282240;49:28.7
637;13;Korowalelo;17;Akademik;282240;49:51.8
638;14;Maurole;17;Akademik;282240;50:30.9
639;15;Konawe;17;Akademik;282240;50:45.8
640;16;Tinggede;17;Akademik;282240;51:18.0
641;17;Karanganyar;17;Akademik;282240;51:44.0
642;5;Tanah Grogot;16;Akademik;282240;29:57.1
643;18;Ganra Soppeng;17;Akademik;282240;30:40.2
644;6;Werinama;21;Akademik;282240;00:51.3
645;7;Pakandangan;9;Akademik;282240;45:44.1
646;17;Padangsidimpuan;8;Akademik;282240;34:56.6
647;20;Siunggas Julu;7;Akademik;282240;04:37.0
656;3;Wuasa;18;Akademik;282240;20:24.9
648;26;Aek Kanopan;7;Akademik;282240;48:45.3
649;8;Ranai;9;Akademik;282240;41:36.0
650;59;Kotamobago;7;Akademik;282240;11:39.7
651;16;Telukbetung;12;Akademik;282240;33:00.9
652;17;Natar;12;Akademik;282240;33:13.9
653;18;Sangbua;19;Akademik;282240;33:37.8
654;27;Moutong;7;Akademik;282240;35:24.7
655;28;Astina;7;Akademik;282240;35:37.3
657;7;Sanana;21;Akademik;282240;20:44.0
658;19;Astina;17;Akademik;282240;22:29.0
659;20;Moutong;17;Akademik;282240;22:51.3
660;19;Parangloe;19;Akademik;282240;52:07.3
661;18;Guguk Tinggi;8;Akademik;282240;52:44.1
662;7;Mempawah;13;Akademik;282240;53:08.9
213;4;Pematangsiantar;7;Akademik;282240;53:51.8
663;20;Menado;19;Akademik;282240;21:00.7
664;22;Dumai;8;mipa;282240;25:03.6
665;23;Panti;8;mipa;282240;25:21.6
666;1;Desa Suko Mullio;35;mipa;282240;28:05.8
667;2;Madinah;35;mipa;282240;28:31.5
668;4;Laguboti;18;Akademik;282240;33:29.6
669;5;Amlapura;18;Akademik;282240;32:26.6
670;9;Kelapa Kampit;9;Akademik;282240;28:31.1
671;10;Pemangkat;2;Akademik;282240;14:39.6
672;60;Sihiong;7;Akademik;282240;21:53.1
673;61;Aek Negaga;7;Akademik;282240;51:53.7
498;5;Maumere;33;Akademik;282240;08:55.2
674;11;Liwa;2;Akademik;282240;34:57.7
675;9;Pringsewu;3;Akademik;282240;59:24.1
676;8;Malifut;13;Akademik;282240;00:51.6
677;62;Lawe Beringin;7;Akademik;282240;13:00.9
678;63;Pancur Batu;7;Akademik;282240;16:19.5
679;59;Watu;19;Akademik;282240;19:41.2
680;60;Palusu;19;Akademik;282240;58:13.8
681;2;Mempawah;14;Akademik;282240;57:33.2
682;12;Sedong;2;Akademik;282240;13:38.9
1858;61;BAJUBANG;10;debrina;288632;55:26.2
684;64;Salak;7;Akademik;282240;28:54.3
685;2;Tanjung Pandan;10;Akademik;282240;54:01.7
686;1;Muba;33;Akademik;282240;59:42.4
687;54;Karangampel;2;Akademik;282240;35:38.5
688;1;Molonggota;23;Akademik;282240;38:27.3
689;6;Biaro Baru;11;Akademik;282240;07:33.0
690;29;Stabat;7;Akademik;282240;16:36.2
691;65;Merek Raya;7;Akademik;282240;46:09.6
692;66;Parsoburan;7;Akademik;282240;51:24.7
693;6;Sei Guntung;18;Akademik;282240;34:50.6
694;7;Tamboli;11;Akademik;282240;32:59.0
1264;121;Masamba;19;BAAK-PC;288646;52:11.3
696;6;Bajawa;33;Akademik;282240;06:35.3
697;1;Nusa Penida;22;Akademik;282240;47:50.0
698;8;MPL Pasir Talang;11;Akademik;282240;51:12.1
699;7;Sanggau;33;Akademik;282240;59:59.5
487;42;Wamena;25;Akademik;282240;36:17.3
700;2;Kananga;23;Akademik;282240;31:42.3
701;21;Pasang Lambe;19;Akademik;282240;36:36.5
702;37;Tomini;17;Akademik;282240;37:26.5
703;61;Pasang Lambe/Buakayu;19;Akademik;282240;38:16.5
704;11;Teluk Betung;9;Akademik;282240;36:19.6
705;10;Ajibarang;3;Akademik;282240;19:17.7
706;68;Kutabuluh;7;Akademik;282240;24:37.6
707;9;Pulau Raja;13;Akademik;282240;25:31.1
708;9;Belimbingan;11;Akademik;282240;26:25.5
709;70;Balimbingan;7;Akademik;282240;41:51.1
710;13;Rangkasbitung;2;yanti_d3;282240;55:53.6
711;3;Sritejokencono;4;uptdata_fti;282240;56:17.4
712;71;Simangulampe;7;fti-uptdata;282240;10:53.5
713;10;Nunukan;11;Akademik;282240;30:37.5
714;11;Limbung;11;Akademik;282240;30:55.0
715;12;Sopu;11;Akademik;282240;31:08.3
716;13;Luwuk;11;Akademik;282240;31:25.4
717;14;Tarra Matekkeng;11;Akademik;282240;32:00.1
718;15;Tanjung;11;Akademik;282240;32:10.4
720;19;Bangko;12;Akademik;282240;33:13.1
721;20;Sibabangun;12;Akademik;282240;33:29.6
722;2;Sanggar Buana;22;Akademik;282240;33:52.0
723;14;Klangenan;2;Akademik;282240;34:34.9
724;8;Betun;33;Akademik;282240;56:49.3
725;53;Sungai Guntung;11;Akademik;282240;21:06.9
726;8;Seith;21;Akademik;282240;21:40.1
727;3;Meliau;10;Akademik;282240;05:30.1
728;9;Buntok;33;Akademik;282240;04:36.9
729;10;Mengkatip;33;Akademik;282240;04:55.8
730;7;Gisting;18;Akademik;282240;12:30.0
731;22;Tanjung Rusa;9;Akademik;282240;50:00.6
732;72;Tarutung;7;Akademik;282240;47:49.5
733;22;Gandeng;19;Akademik;282240;39:10.0
1930;84;Sri Wungu;3;debrina;288632;37:22.0
734;5;Alue He Puteh;6;Akademik;282240;16:00.3
735;4;Sarang Elang;10;Akademik;282240;08:11.8
736;9;Batu Sori;21;dodol;282240;18:27.1
737;12;Muaramais Jambur;9;Akademik;282240;08:54.2
738;16;Kuala Tungkal;11;Akademik;282240;31:44.0
739;5;Kuala Tungkal;10;Akademik;282240;52:21.8
740;73;Tapiannauli;7;Akademik;282240;51:04.5
741;54;Muara Enim;11;Akademik;282240;52:46.0
742;11;Manggar;33;Akademik;282240;53:51.4
743;23;Tanjung Rejo;9;Akademik;282240;39:02.3
744;24;Pasir Kota Baru;9;Akademik;282240;42:00.4
745;25;Kaduas;9;Akademik;282240;49:35.3
746;26;Surau Munai;9;Akademik;282240;53:06.8
747;11;Tulungagung;3;Akademik;282240;48:36.4
754;74;Lumban Sitorus;7;Akademik;282240;54:26.8
794;79;Sibolangit;7;Akademik;282240;41:34.4
795;60;Silau Malela;11;Akademik;282240;22:10.0
796;41;Lirik;9;Akademik;282240;51:51.8
797;10;Onowaembo;21;Akademik;282240;39:43.2
798;3;Manna;26;Akademik;282240;56:15.1
799;66;Balusu;19;Akademik;282240;56:42.7
800;61;Cibaru;2;Akademik;282240;57:04.8
801;62;Plumbon;2;Akademik;282240;48:26.5
755;62;Tariang Lama;19;Akademik;282240;55:05.9
756;55;Rangkas Bitung;2;Akademik;282240;35:46.4
757;50;Padang Genting;8;Akademik;282240;24:37.9
758;23;Belawa Wajo;19;Akademik;282240;57:12.1
802;54;Sidenreng Rappang;8;Akademik;282240;47:54.6
759;24;Cenrana;19;Akademik;282240;46:13.8
1914;110;SIMENGMENG;7;debrina;288632;15:46.8
761;14;Waingapu;33;Akademik;282240;08:14.3
762;13;Sering;9;Akademik;282240;09:38.6
763;75;Cotgirek;7;Akademik;282240;16:01.1
764;68;Gadingrejo;3;Akademik;282240;08:44.4
765;26;Cilegon;2;Akademik;282240;23:03.7
766;76;Dahana;7;Akademik;282240;24:57.0
101;31;Pandeglang;2;Akademik;282240;06:29.7
767;7;Desa Mesjid;6;Akademik;282240;08:29.4
803;55;Loka;8;Akademik;282240;48:11.0
768;63;Kayumalue Pajeko;19;Akademik;282240;41:54.6
769;56;Sukahaji;2;Akademik;282240;44:03.4
770;64;Tampiala;19;Akademik;282240;44:33.8
771;57;Panyabungan Jae;2;Akademik;282240;45:35.9
1860;8;GIRIAN;18;debrina;288632;08:40.8
772;21;Gisting;12;Akademik;282240;54:20.6
773;51;Kotabaru;8;Akademik;282240;57:36.0
774;55;Serinanti Oki;11;Akademik;282240;11:24.7
775;56;Sang Agung;11;Akademik;282240;20:23.0
776;57;Tanjung Raja;11;Akademik;282240;24:31.8
777;58;Sidakersa;11;Akademik;282240;19:22.6
778;10;Sei-Putat;13;Akademik;282240;50:17.0
779;65;Kotaraya;19;Akademik;282240;32:35.0
780;59;Tulung Selapan;11;Akademik;282240;34:38.0
781;58;Gunung Kemala;2;Akademik;282240;03:37.3
782;59;Batu Marta;2;Akademik;282240;04:13.4
783;60;Situbondo;5;Akademik;282240;40:12.6
784;61;Kemranjen Banyumas;5;Akademik;282240;40:53.7
785;3;Belinyu;35;pusdatik-02;282240;22:27.5
786;60;Melati I;2;Akademik;282240;14:42.3
787;6;Munte;10;Akademik;282240;15:07.3
788;11;Bontang;13;Akademik;282240;52:10.6
805;41;Terbanggi Ilir;12;Akademik;282240;30:58.7
790;78;Makale;7;Akademik;282240;07:59.2
789;77;Bintang Meriah, Karo;7;Akademik;282240;15:01.5
791;52;Baturusa;8;Akademik;282240;13:24.1
792;53;Batu Sangkar;8;Akademik;282240;13:47.9
793;69;Pringsewu;3;Akademik;282240;14:22.6
807;63;Marga Cinta;2;Akademik;282240;04:52.3
808;80;Pauh;7;Akademik;282240;19:55.2
809;6;Murung Pudak;16;Akademik;282240;44:52.4
810;2;Biak;25;Akademik;282240;45:14.5
812;7;Pematang Sapat;10;Akademik;282240;46:27.5
813;10;Besu;20;Akademik;282240;46:50.6
811;56;Andaleh;8;Akademik;282240;52:31.6
814;81;Partibi Lama;7;Akademik;282240;15:18.8
815;42;Belimbingsari;12;Akademik;282240;40:18.4
816;67;Palita;19;Akademik;282240;36:38.0
817;57;Pematangsiantar;8;Akademik;282240;58:50.2
818;58;Pangkalpinang;8;Akademik;282240;59:17.3
819;8;Teluk Nilau;10;Akademik;282240;34:50.2
820;15;Selong;33;Akademik;282240;38:08.0
821;42;K. Pinang;9;Akademik;282240;56:48.3
822;62;Tani Makmur;11;Akademik;282240;07:43.3
823;62;Parsorminan;7;Akademik;282240;48:24.2
824;38;Pomalaa;17;Akademik;282240;01:59.8
825;82;Partibilama;7;admin;282240;21:26.9
826;12;Leppangeng;21;admin;282240;38:06.4
827;1;Padaherang;34;admin;282240;38:39.7
828;43;Air Balui;12;admin;282240;39:17.6
829;44;Margoyoso;12;admin;282240;39:34.3
830;45;Rukti Endah;12;admin;282240;39:58.9
831;46;Sumber Asri;12;admin;282240;40:12.9
833;43;Teguhan;9;admin;282240;41:28.7
834;68;Kalimporo;19;admin;282240;42:01.7
835;69;Mapane;19;admin;282240;42:17.2
836;70;Nosu;19;admin;282240;42:34.4
837;71;Makale;19;admin;282240;42:49.3
838;72;Tagari;19;admin;282240;43:02.1
591;57;Songka;17;debrina;288632;12:38.1
840;73;Salaka;19;admin;282240;07:12.2
841;47;Bukit Kemuning;12;admin;282240;07:49.1
842;64;Argamakmur;2;admin;282240;08:16.3
911;37;Lubuklinggau;13;DATAFTI-PC;282240;49:08.3
844;39;Langowan;17;admin;282240;59:43.0
845;48;Sanggaran;12;admin;282240;00:20.2
846;49;Bandar Agung;12;admin;282240;00:35.3
847;3;Ruteng;23;admin;282240;45:36.4
848;84;Laguboti;7;admin;282240;48:38.2
849;59;Pardasuka;8;admin;282240;49:07.2
850;65;Kampiri;2;admin;282240;48:36.4
851;85;Batuhoda;7;wasim;282240;34:56.5
852;86;Parapat;7;wasim;282240;40:32.3
853;41;Gumbrih;22;wasim;282240;09:26.6
854;87;Silamosik;7;wasim;282240;49:37.4
843;83;Huta Tongah;7;wasim;282240;12:05.4
855;60;Sungai Tunu;8;wasim;282240;39:27.1
856;70;Purwodadi;3;wasim;282240;53:45.6
858;38;Mebali;18;wasim;282240;00:28.1
859;39;Nanggala;18;wasim;282240;20:12.3
912;75;Panawangan;2;DATAFTI-PC;282240;54:17.7
860;50;Banding Agung;12;wasim;282240;42:19.0
861;44;Tanjung Karang;9;wasim;282240;34:19.2
1861;25;KOTA BITUNG;17;debrina;288632;13:16.6
863;63;Ketiau;11;wasim;282240;52:19.8
864;61;Kumpulan;8;wasim;282240;54:52.6
865;36;Weetebula;21;wasim;282240;51:32.7
866;66;Pancoran Mas Depok;2;wasim;282240;52:53.6
867;88;Bandar Negeri;7;wasim;282240;54:14.4
868;89;Berastagi;7;wasim;282240;59:45.4
869;90;Sihepeng;7;wasim;282240;02:18.3
870;62;Koto Mambang;8;wasim;282240;33:12.5
871;67;Bandungan;2;wasim;282240;05:21.7
872;64;Sungai Lasi;11;wasim;282240;12:30.6
913;93;Bangun Pane;7;DATAFTI-PC;282240;24:03.9
874;16;Karang Waru;33;wasim;282240;39:28.2
875;71;bumiayu;3;wasim;282240;04:51.6
1862;26;Tahuna;17;debrina;288632;18:28.5
876;72;Weru;3;wasim;282240;45:17.4
877;74;Masohi;19;wasim;282240;39:55.0
878;75;Serui;19;wasim;282240;40:10.1
879;76;Saluallo;19;wasim;282240;40:47.8
880;77;Pattallassang;19;wasim;282240;41:37.5
881;40;Amosilu;17;wasim;282240;42:12.9
882;58;Arahan;2;wasim;282240;42:52.9
883;68;Nibung;2;wasim;282240;43:51.3
884;46;Maulafa;24;wasim;282240;44:57.7
885;47;Kalabahi;24;wasim;282240;45:15.8
886;45;Balai Karimun;9;wasim;282240;25:27.4
887;69;Batahan;2;wasim;282240;54:37.6
888;46;Tg. Balai Karimun;9;wasim;282240;49:48.8
889;91;Pangaloan;7;wasim;282240;00:53.9
890;40;Kambiolangi;18;wasim;282240;37:58.1
891;41;Takalala;18;wasim;282240;38:22.1
892;42;Munte;18;wasim;282240;38:36.3
893;43;Panasea;18;wasim;282240;39:32.5
894;44;Baraka;18;wasim;282240;39:53.5
895;73;Kroya;3;wasim;282240;40:29.3
896;34;Ulu Danau;26;wasim;282240;41:01.1
897;51;Lebuai;12;mansyur;183309;35:58.0
898;37;Larat;21;mansyur;183309;40:33.1
899;70;Panggarangan;2;mansyur;183309;43:49.1
914;74;Kapul;3;DATAFTI-PC;282240;42:19.8
927;54;Jatimulyo;12;istn-54f2cb5db4;288632;13:03.2
901;17;Sabulan;33;wasim;282240;45:48.1
143;45;Toroh Grobogan;3;lili-PC;183309;17:57.6
903;19;Koba;33;wasim;282240;46:26.4
902;18;Serbelawan;33;wasim;282240;50:34.4
904;71;Matangglumpangdua;2;wasim;282240;43:47.1
905;72;Bunturaja;2;wasim;282240;44:12.3
906;78;Pasanea;19;wasim;282240;44:41.0
907;73;Babakan;2;mansyur;183309;12:11.4
908;62;Sumberejo;5;wasim;282240;10:11.8
909;92;Sirait Holbung;7;wasim;282240;11:18.5
910;74;Panggarangan Lebak;2;wasim;282240;13:03.5
915;94;Pardomuan Motung;7;DATAFTI-PC;282240;42:33.6
916;63;Gunung Medan;8;sujatmo;183309;28:20.3
917;38;Tebas;13;sujatmo;183309;35:43.1
918;39;Ujung Said;13;sujatmo;183309;52:14.9
1863;27;Kepl.Sangihe;17;debrina;288632;19:16.7
920;65;Paldas;11;sujatmo;183309;58:26.0
921;76;Cikajang;2;sujatmo;183309;01:00.2
922;40;Murung Pudak;15;sujatmo;183309;04:18.9
923;45;Kolonodale;18;sujatmo;183309;06:50.8
924;41;Ondong;17;sujatmo;183309;10:11.8
925;95;Pasarmelintang;7;DATAFTI-PC;282240;52:42.9
939;20;Selanglet;33;sujatmo;183309;51:24.7
926;52;Menggala;12;lili-PC;183309;54:24.6
1864;28;Makaroyen;17;debrina;288632;28:36.3
928;731;Kole Malimbong;19;lili-PC;183309;56:05.7
940;4;Kelapa Kampit;35;sujatmo;183309;53:29.4
941;67;Tangga Batu;11;lili-PC;183309;31:38.4
930;36;Palambua;20;lili-PC;183309;07:51.7
1865;29;Tomohon;17;debrina;288632;28:58.7
931;79;Kole Malimbong;19;lili-PC;183309;09:27.7
1866;1;Boalemo;86;debrina;288632;42:07.0
806;61;Tanjung Menang Musi;11;Yunus-PC;183309;02:28.9
933;66;Pangkalpinang;11;Yunus-PC;183309;03:55.4
934;4;Pendopo;26;ringgo;183309;13:04.2
935;8;Durian Rampak;6;ringgo;183309;13:49.9
936;96;Nagori;7;ringgo;183309;14:33.8
942;98;Tanggabatu;7;lili-PC;183309;16:04.9
937;97;Marpaung Bagasan;7;ringgo;183309;15:35.0
938;75;Bumi Harjo;3;DATAFTI-PC;282240;53:05.1
943;99;Talun Kenas;7;lili-PC;183309;28:32.9
944;55;Gunung Katun;12;lili-PC;183309;30:15.2
945;47;Rengat;9;lili-PC;183309;30:55.4
946;80;Sengkang;19;lili-PC;183309;30:34.9
947;64;Barulak;8;lili-PC;183309;33:12.6
948;77;Bangodua;2;lili-PC;183309;21:27.9
949;40;Belitang;13;lili-PC;183309;11:09.2
950;68;Belitang;11;lili-PC;183309;12:03.3
951;48;Mbaumuku Ruteng;24;lili-PC;183309;23:51.8
952;36;Wates;4;lili-PC;183309;24:54.3
953;100;Sipitu Pitu;7;lili-PC;183309;27:23.9
954;41;Tanjungsari;15;lili-PC;183309;42:50.4
955;100;Madula;7;ISTN-PC;183309;14:06.8
977;78;Astanajapura;2;lili-PC;183309;34:02.6
956;101;Madula;7;ISTN-PC;183309;22:48.7
978;71;Pagar Alam;11;istn;183309;36:28.0
857;37;Parigi;18;ISTN-PC;183309;37:27.8
957;22;Tolongano;18;ISTN-PC;183309;38:15.4
357;36;Maluku Tenggara;21;debrina;288632;53:45.3
958;69;Ulak Embacang;11;ISTN-PC;183309;40:27.3
103;33;Bogor;2;debrina;291820;13:55.2
960;56;Sendangrejo;12;ISTN-PC;183309;42:15.1
961;57;Bumi Sari;12;ISTN-PC;183309;42:32.7
962;59;Yukumjaya;12;ISTN-PC;183309;42:58.2
963;10;Ngrame Ngawii;5;ISTN-PC;183309;44:27.3
1867;94;Marotai;21;debrina;288632;54:59.1
965;82;Madopolo;19;ISTN-PC;183309;46:00.5
966;83;Wukir;19;ISTN-PC;183309;46:19.0
967;84;Nata;19;ISTN-PC;183309;46:35.0
968;85;Dobo;19;ISTN-PC;183309;47:03.0
969;86;Tapalinna;19;ISTN-PC;183309;47:22.7
970;87;Wotu;19;ISTN-PC;183309;47:40.3
971;88;Wegok;19;ISTN-PC;183309;47:56.0
972;89;Pincara;19;ISTN-PC;183309;48:13.6
973;90;Lawo;19;ISTN-PC;183309;48:30.8
981;100;Ujung Bandar;7;debrina;291820;19:36.4
975;92;Buttu;19;ISTN-PC;183309;49:11.0
976;63;Kotabatu;5;lili-PC;183309;29:49.7
959;70;Kota Agung  Aji;11;sujatmo;183309;38:53.8
974;91;Sungguminasa;19;sujatmo;183309;39:50.5
964;81;Lewobelen;19;sujatmo;183309;40:58.5
982;100;Ujung Bandar;7;debrina;291820;20:31.8
983;43;Sampit;14;lili-PC;183309;46:46.5
984;40;Sapta Mulya;10;lili-PC;183309;38:47.3
985;48;Surau Gading;9;lili-PC;183309;41:04.8
986;7;Pulau Seribu;1;istn;288646;11:01.9
987;106;Tiga Dolok;7;lili-PC;183309;16:01.3
988;64;Temanggung;5;lili-PC;183309;16:47.9
989;79;Ciawigebang;2;istn;288646;22:47.5
990;44;Muara Teweh;14;istn;288646;28:24.4
991;100;Sidamanik;7;istn;288646;33:26.6
992;60;Bandar Sakti;12;istn;288646;38:26.7
993;1;Singapura;0;istn;288646;02:02.0
994;100;Tiga Panah;7;istn;288646;27:22.8
1159;51;Sei Meranti;9;ISTNDURENTIGA4;284396;05:27.1
996;101;Tiga Panah;7;istn;288646;31:31.6
997;35;Tais;26;istn;288646;41:33.8
998;79;Lakbok;2;istn;288646;48:23.1
93;2;Bogor;2;debrina;291820;54:47.9
1869;11;Batu Macenno;19;debrina;288632;35:32.2
99;24;Depok;2;debrina;291820;10:57.2
1000;42;Tomohon;17;istn;288646;32:04.9
1001;43;Dumoga;17;istn;288646;35:23.1
1002;65;Campang Tiga;5;istn;288646;57:26.6
1003;39;Curup;23;istn;288646;07:44.1
1004;40;Banjaran;23;istn;288646;08:11.8
1005;41;Padangsidimpuan;23;istn;288646;08:50.0
1006;42;Cimanggis;15;istn;288646;07:04.4
1007;61;Bangunrejo;12;ISTN-PC;183309;51:02.7
1008;62;Batuliman Indah;12;ISTN-PC;183309;51:49.2
1009;63;Muara Putih;12;ISTN-PC;183309;52:15.4
1010;93;Elat;19;ISTN-PC;183309;52:54.2
1011;94;Manatahan;19;ISTN-PC;183309;53:14.1
1012;95;Malili;19;ISTN-PC;183309;53:29.0
1013;96;Tallang;19;ISTN-PC;183309;53:42.1
1014;97;Sadan;19;ISTN-PC;183309;53:55.1
1015;98;Desa Baru;19;ISTN-PC;183309;54:09.2
1016;98;Batusitanduk;19;ISTN-PC;183309;54:58.4
1017;76;Karangsari;3;ISTN-PC;183309;55:52.3
1018;1;Kapias Batu;48;ISTN-PC;183309;02:22.3
1019;1;Sipangan Bolon;47;ISTN-PC;183309;03:21.3
1020;1;Payi Wera;44;ISTN-PC;183309;03:41.5
1021;23;Sungailiat;33;istn;288646;40:47.8
277;1;Pontianak;13;debrina;291820;29:24.9
1877;2;JEDDAH;53;debrina;288632;01:39.1
1022;49;Bintan;9;yuli;288632;15:26.6
1023;2;Pulomerak;34;lili-PC;183309;29:19.9
1024;64;Lampung Barat;12;yuli;288632;34:24.7
1025;100;Pokan Baru;7;istn;288646;15:38.0
1026;24;Bintan;33;yuli;288632;20:41.2
1870;88;Mopugad Selatan;17;debrina;288632;03:11.1
1028;65;Kerinci;8;yuli;288632;02:31.1
1029;72;Indragiri Hilir;11;yuli;288632;45:34.1
1265;122;Malinnong;19;BAAK-PC;288646;52:49.7
1871;54;Tongananga;24;debrina;288632;12:58.7
1622;89;Langgur;21;istn-54f2cb5db4;288632;48:56.9
1627;121;Pagar Gunung;7;istn-54f2cb5db4;288632;47:20.7
1032;102;Porsea;7;BAAK-ISTN-PC;183309;21:35.5
1033;50;Sungai Apit;9;BAAK-ISTN-PC;183309;23:32.1
1034;37;Bombana;20;yuli;288632;32:55.8
1035;22;Lampung Timur;12;yuli;288632;32:35.3
695;67;Gunung Kelambu;7;istn;288646;20:07.2
1036;100;Boddie;19;istn;288646;22:35.3
1266;31;Lasalimu;20;BAAK-PC;288646;53:42.9
1038;100;Toba Samosir;7;yuli;288632;55:08.9
1039;77;Kreyo;3;istn;288646;32:05.5
1040;49;Sarotari;24;istn;288646;34:19.4
1041;103;Dolok Saribu;7;istn;288646;21:52.6
1042;65;Hadimulyo;12;istn;288646;34:19.1
1043;80;Banten;2;yuli;288632;51:46.1
1044;3;Banten;34;yuli;288632;57:50.7
1471;84;Batujungku;21;istn-54f2cb5db4;288632;29:37.0
1046;42;Tukad Sumaga;22;istn;288646;47:24.8
1047;78;Slawi;3;istn;288646;57:53.0
1048;23;Painan;8;istn;288646;58:38.3
1049;41;Lubuk Linggau;10;istn;288646;59:23.3
1050;44;Mardosniuhur;17;istn;288646;09:43.7
1051;73;Gumawang;11;istn;288646;13:06.3
1052;66;Sekincau;12;istn;288646;15:34.3
1053;99;Soroako;19;istn;288646;18:15.9
1054;8;Bremen;1;istn;288646;20:50.0
1872;55;Nagekeo;24;debrina;288632;13:43.7
1056;67;Titipasan;12;istn;288646;28:27.2
1057;41;Menpawah;13;istn;288646;04:01.9
1058;5;Koba;35;istn;288646;05:56.4
1059;5;Talang Rasau;26;istn;288646;09:15.2
1060;11;Engganau;20;istn;288646;10:43.1
1061;66;Andalas;8;istn;288646;12:03.9
1062;43;Singkut;15;istn;288646;14:18.0
1063;11;Ternate;21;istn;288646;16:15.6
1064;4;Pamarayan;34;istn;288646;17:14.2
1065;7;Pulau Bunyu;16;istn;288646;22:02.6
1066;67;Saning Bakar;8;istn;288646;23:44.0
1067;66;Babatan;5;istn;288646;27:21.6
1875;87;BAU BAU;20;debrina;288632;40:11.6
1069;74;Pelawe;11;istn;288646;30:52.6
1070;22;Sihusapi;17;istn;288646;32:37.2
1071;23;Laubaleng;17;istn;288646;33:49.5
1072;24;Pemantang;17;istn;288646;35:16.4
1073;75;Taba Baru I;11;istn;288646;36:46.2
1074;100;Lakea II;19;istn;288646;38:00.9
1075;68;Kurinci;12;istn;288646;51:48.6
1076;46;Buol;18;istn;288646;55:44.5
1632;94;Kopang;23;istn-54f2cb5db4;288632;04:20.5
1078;79;Grobogan;3;istn;288646;00:02.2
1636;132;Maccini Ayo;19;istn-54f2cb5db4;288632;03:49.4
1080;43;Abepura;25;istn;288646;01:58.3
1081;68;Dolok Sanggul;8;istn;288646;02:54.5
1475;55;Oekusi;33;istn-54f2cb5db4;288632;04:46.1
1083;50;Ngusu;24;istn;288646;04:03.8
1084;69;Lombok;12;istn;288646;04:34.5
1085;72;Uepai;19;istn;288646;05:30.6
1086;100;Sagawele;19;istn;288646;06:03.5
1087;47;Kali;18;istn;288646;06:58.4
1088;15;Loleo;21;istn;288646;07:33.7
1089;70;Bunut;12;istn;288646;07:58.3
1090;48;Soni;18;istn;288646;08:41.2
1091;100;Redak;19;istn;288646;09:02.7
1092;100;Sipispis;7;istn;288646;09:32.2
1093;44;Banjarmanis;15;man;288646;49:49.2
1094;100;Parparean;7;istn;288646;13:45.5
1095;100;Silencang;7;istn;288646;33:43.6
1096;3;Paringin;15;istn;288646;55:56.3
1097;4;Lombok;23;istn;288646;01:53.4
1098;7;Kampung Muara Aman;26;istn;288646;52:06.0
1876;91;Muratara;11;debrina;288632;37:09.4
1100;71;Lampung Timur;12;yuli;288632;09:02.4
1101;45;Kampung Dalam;15;ISTNDURENTIGA4;284396;20:53.2
1102;76;Ambai Bawah;11;ISTNDURENTIGA4;284396;27:40.5
1104;42;Koto Tangah;13;syaerozi-ba2768;284396;32:00.9
1105;69;Lubuk Besar;8;ISTNDURENTIGA4;284396;40:27.6
1106;1;Huddersfield;52;syaerozi-ba2768;284396;12:19.4
1107;77;Aurkoto;11;KampusDuren3-13;284396;16:08.6
1623;119;Berastagi;7;istn-54f2cb5db4;288632;47:41.5
1109;6;BANGKA;35;yuli;288632;51:09.3
1110;20;Pajar Bulan;11;User-PC;288646;00:47.5
1111;72;Way Kanan;12;yuli;288632;03:08.6
1112;3;Baturinggit;22;user-PC;288646;36:13.3
1113;78;Kayuagung;11;user-PC;288646;39:18.0
1114;73;Bengko;12;user-PC;288646;47:07.9
1115;7;Melabun;35;user-PC;288646;49:11.2
1116;100;Pargarutan;7;user-PC;288646;54:34.9
1117;79;Ujung Batu Kampar;11;user-PC;288646;57:20.9
362;31;Badung;22;yuli;288632;38:18.9
1118;71;Belawan;11;User-PC;288646;51:51.1
1119;121;Tapanuli;7;User-PC;288646;44:25.9
1120;103;Lampa;19;User-PC;288646;38:59.7
1121;17;Buleleng Bali;22;User-PC;288646;39:29.1
1122;67;Kotagajan;12;User-PC;288646;39:54.7
1123;122;Buah Bolon;7;User-PC;288646;38:56.9
